Rheo
0.1
0.12
0.08
0.1
0.1
0.08
0.12
0.1
0.12
0.1
0.1
0.1
0.12
0.08
0.12
0.12
0.08
0.12
0.12
0.14
0.12
0.1
0.1
0.12
0.1
0.12
0.12
0.1
0.12
0.08
0.12
0.08
0.12
0.1
0.08
0.1
0.14
0.1
0.1
0.1
0.12
0.1
0.12
0.12
0.12
0.1
0.1
0.12
0.08
0.12
0.12
0.12
0.12
0.1
0.1
0.1
0.08
0.08
0.1
0.1
0.12
0.1
0.12
0.08
0.1
0.12
0.14
0.12
0.1
0.08
0.12
0.12
0.12
0.1
0.12
0.1
0.08
0.1
0.14
0.08
0.1
0.1
0.1
0.08
0.1
0.14
0.1
0.1
0.1
0.12
0.1
0.12
0.1
0.14
0.1
0.1
0.1
0.1
0.08
0.1
0.08
0.1
0.12
0.12
0.12
0.1
0.1
0.08
0.1
0.1
0.08
0.1
0.14
0.08
0.08
0.12
0.08
0.12
0.1
0.08
0.1
0.14
0.12
0.1
0.12
0.1
0.14
0.1
0.12
0.1
0.1
0.14
0.12
0.08
0.1
0.12
0.1
0.1
0.1
0.12
0.12
0.1
0.1
0.08
0.1
0.1
0.1
0.12
0.1
0.1
0.1
0.12
0.12
0.12
0.08
0.12
0.12
0.1
0.08
0.12
0.08
0.1
0.1
0.12
0.1
0.1
0.1
0.12
0.1
0.1
0.1
0.1
0.12
0.12
0.12
0.12
0.12
0.12
0.1
0.1
0.1
0.1
0.12
0.12
0.12
0.12
0.12
0.1
0.1
0.1
0.1
0.1
0.12
0.1
0.1
0.1
0.12
0.12
0.1
0.08
0.1
0.08
0.12
0.1
0.12
0.1
0.12
0.12
0.12
0.12
0.12
0.1
0.1
0.1
0.1
0.1
0.08
0.14
0.1
0.12
0.12
0.08
0.1
0.1
0.12
0.12
0.1
0.12
0.1
0.1
0.1
0.12
0.1
0.12
0.12
0.1
0.1
0.1
0.12
0.12
0.12
0.12
0.12
0.08
0.12
0.1
0.12
0.12
0.08
0.08
0.1
0.12
0.14
0.1
0.1
0.1
0.1
0.12
0.12
0.1
0.08
0.12
0.12
0.1
0.12
0.1
0.14
0.1
0.08
0.12
0.12
0.1
0.1
0.14
0.08
0.12
0.12
0.1
0.08
0.12
0.12
0.12
0.12
0.14
0.1
0.1
0.12
0.1
0.12
0.1
0.08
0.12
0.08
0.12
0.12
0.12
0.1
0.12
0.14
0.12
0.12
0.12
0.12
0.12
0.1
0.12
0.14
0.12
0.08
0.1
0.08
0.12
0.1
0.1
0.1
0.1
0.08
0.1
0.12
0.1
0.1
0.12
0.1
0.1
0.1
0.1
0.12
0.1
0.14
0.12
0.12
0.1
0.08
0.1
0.1
0.1
0.1
0.1
0.12
0.1
0.12
0.12
0.1
0.08
0.14
0.1
0.1
0.1
0.1
0.1
0.12
0.1
0.1
0.08
0.1
0.12
0.1
0.1
0.12
0.12
0.1
0.12
0.1
0.1
0.1
0.12
0.08
0.12
0.1
0.12
0.12
0.08
0.12
0.08
0.14
0.1
0.1
0.14
0.1
0.1
0.12
0.12
0.08
0.1
0.12
0.1
0.14
0.1
0.1
0.1
0.08
0.12
0.1
0.12
0.12
0.1
0.12
0.1
0.1
0.08
0.1
0.1
0.1
0.1
0.12
0.12
0.12
0.1
0.12
0.1
0.1
0.1
0.12
0.1
0.12
0.1
0.12
0.1
0.12
0.1
0.1
0.1
0.12
0.1
0.1
0.1
0.14
0.1
0.1
0.1
0.12
0.14
0.1
0.1
0.1
0.1
0.1
0.12
0.12
0.12
0.12
0.1
0.1
0.1
0.12
0.1
0.1
0.08
0.1
0.12
0.1
0.12
0.1
0.12
0.1
0.1
0.16
0.14
0.12
0.12
0.1
0.1
0.08
0.12
0.1
0.12
0.1
0.08
0.1
0.1
0.1
0.08
0.1
0.1
0.12
0.08
0.1
0.08
0.1
0.12
0.14
0.12
0.1
0.14
0.1
0.1
0.1
0.1
0.12
0.12
0.1
0.1
0.1
0.1
0.1
0.12
0.1
0.08
0.12
0.1
0.1
0.1
0.1
0.12
0.1
0.1
0.12
0.1
0.1
0.1
0.12
0.08
0.1
0.1
0.1
0.12
0.08
0.12
0.12
0.12
0.1
0.1
0.1
0.12
0.12
0.12
0.12
0.1
0.1
0.12
0.12
0.1
0.1
0.1
0.08
0.14
0.12
0.1
0.12
0.12
0.1
0.1
0.12
0.1
0.12
0.12
0.12
0.1
0.12
0.12
0.1
0.1
0.1
0.1
0.08
0.1
0.12
0.12
0.1
0.1
0.12
0.12
0.1
0.12
0.1
0.1
0.1
0.1
0.1
0.1
0.08
0.12
0.1
0.1
0.1
0.14
0.1
0.1
0.1
0.08
0.12
0.08
0.1
0.1
0.1
0.12
0.1
0.1
0.1
0.1
0.12
0.1
0.12
0.12
0.1
0.12
0.12
0.12
0.1
0.1
0.12
0.12
0.12
0.1
0.08
0.12
0.12
0.08
0.12
0.1
0.1
0.12
0.1
0.1
0.1
0.1
0.1
0.1
0.12
0.1
0.12
0.1
0.1
0.1
0.12
0.1
0.12
0.1
0.12
0.12
0.12
0.1
0.1
0.08
0.08
0.12
0.12
0.12
0.1
0.12
0.12
0.12
0.12
0.1
0.1
0.1
0.1
0.12
0.12
0.12
0.1
0.1
0.1
0.12
0.12
0.1
0.1
0.08
0.1
0.12
0.1
0.12
0.1
0.12
0.1
0.1
0.12
0.12
0.1
0.12
0.1
0.12
0.12
0.1
0.12
0.1
0.1
0.1
0.1
0.12
0.12
0.1
0.1
0.12
0.1
0.12
0.14
0.1
0.12
0.12
0.1
0.1
0.12
0.1
0.12
0.08
0.12
0.12
0.1
0.12
0.08
0.1
0.12
0.1
0.1
0.12
0.1
0.12
0.08
0.12
0.1
0.1
0.1
0.12
0.12
0.12
0.08
0.1
0.1
0.1
0.12
0.12
0.1
0.1
0.1
0.1
0.1
0.08
0.1
0.12
0.1
0.08
0.08
0.12
0.12
0.1
0.1
0.12
