IV_Slope
93.3333333333334
96.6666666666667
95
99.1666666666667
91.6666666666667
102.5
91.6666666666667
102.5
108.333333333333
101.666666666667
98.3333333333333
95.8333333333334
95.8333333333334
87.5
93.3333333333334
96.6666666666667
91.6666666666667
96.6666666666667
87.5
96.6666666666667
91.6666666666667
107.5
102.5
105
94.1666666666667
87.5
95
105
95
91.6666666666667
102.5
88.3333333333333
95.8333333333334
90.8333333333333
101.666666666667
100.833333333333
105
103.333333333333
88.3333333333334
97.5
102.5
94.1666666666667
97.5
90.8333333333334
87.5
99.1666666666667
89.1666666666667
105
90.8333333333333
102.5
105
83.3333333333333
97.5
100.833333333333
104.166666666667
102.5
94.1666666666667
89.1666666666667
78.3333333333334
95.8333333333334
80
91.6666666666667
93.3333333333333
95.8333333333333
90.8333333333333
83.3333333333333
95.8333333333334
90.8333333333333
83.3333333333333
88.3333333333334
88.3333333333333
94.1666666666667
95
95.8333333333334
102.5
97.5
88.3333333333334
99.1666666666667
100
95
91.6666666666667
105
95
85.8333333333333
108.333333333333
90.8333333333333
88.3333333333334
101.666666666667
91.6666666666667
88.3333333333334
97.5
95
101.666666666667
89.1666666666667
99.1666666666667
91.6666666666667
92.5
100.833333333333
97.5
96.6666666666667
93.3333333333334
75
83.3333333333333
89.1666666666667
95
90
87.5
92.5
102.5
82.5
108.333333333333
91.6666666666667
98.3333333333333
94.1666666666667
102.5
108.333333333333
80
107.5
86.6666666666667
90.8333333333333
102.5
80
99.1666666666667
88.3333333333334
97.5
88.3333333333333
87.5
102.5
90
86.6666666666667
91.6666666666667
96.6666666666667
91.6666666666667
90.8333333333333
102.5
92.5
86.6666666666667
86.6666666666667
97.5
90
82.5
90
86.6666666666667
94.1666666666667
98.3333333333333
90.8333333333333
100.833333333333
91.6666666666667
90
101.666666666667
88.3333333333334
105
87.5
100
100
83.3333333333334
98.3333333333334
90
87.5
96.6666666666667
88.3333333333334
91.6666666666667
85.8333333333333
100
94.1666666666667
87.5
105
100.833333333333
90.8333333333333
102.5
108.333333333333
81.6666666666667
89.1666666666667
91.6666666666667
91.6666666666667
91.6666666666667
90.8333333333334
94.1666666666667
90.8333333333333
95
87.5
88.3333333333334
83.3333333333333
79.1666666666667
91.6666666666667
91.6666666666667
82.5
87.5
91.6666666666667
96.6666666666667
